title,placeId,location/lat,location/lng,categoryName,address,comfort_cozy_score,spicy_hot_score,fresh_healthy_score,cheap_budget_score,quick_fast_score
Cơm gà Hải Nam,osm-way-863472429,21.007701,105.8334883,Nhà hàng,"12, Phố Phạm Ngọc Thạch, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Le Garden,osm-way-1235566725,21.0128112,105.8506074,Nhà hàng,"143, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Tam Vị Chân Hỏa 三味珍火,osm-way-1264582880,21.0359039,105.8036072,Nhà hàng,"32, Đường Nguyễn Khánh Toàn, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Manwah,osm-way-1331658926,20.9964386,105.8683434,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Hadilao,osm-way-1331658929,20.9965284,105.8687296,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Shang Chi,osm-way-1331668370,20.9955126,105.8693629,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Osihi,osm-node-2136341357,21.0675537,105.8212455,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng New Sake 1,osm-node-2399180441,21.0307862,105.8194213,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
PAKU PAKU(波食波食）,osm-node-2399180442,21.0307817,105.8193586,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Koto,osm-node-2399188052,21.0296823,105.8102219,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Kurama(蔵馬）,osm-node-2399188053,21.029746,105.810586,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Totoya(ととや）,osm-node-2399188054,21.029967,105.812293,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Izakaya Yancha,osm-node-2399194698,21.0294166,105.8090898,Nhà hàng,"579, Phố Kim Mã, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Kitaguni,osm-node-2399239575,21.0292029,105.8074289,Nhà hàng,"639, Phố Kim Mã, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Ofukuro,osm-node-2399239576,21.0285111,105.806208,Nhà hàng,"Phố Kim Mã, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Wa Japanese Cuisine,osm-node-3370369424,21.049334,105.839318,Nhà hàng,"7, Phố Trúc Bạch, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Moto-san,osm-node-3671198536,21.0254125,105.8577493,Nhà hàng,"4, Lý Đạo Thành, Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Yumi,osm-node-3711330943,21.0151072,105.7814958,Nhà hàng,"số 24 BT1 khu đô thị mới Mễ Trì hạ, nam Từ Liêm, Hà Nội, Mễ Trì, Nam Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
The sushi club,osm-node-4226277399,21.0625927,105.8291621,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Street Sushi,osm-node-4622570694,21.0348271,105.810956,Nhà hàng,"40, Phố Phan Kế Bính, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Akaari,osm-node-5621040324,21.0297825,105.8369781,Nhà hàng,"5, Phố Văn Miếu, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Nabesu,osm-node-6551006685,21.0048395,105.8045696,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Hồ Tây Sushi,osm-node-6606142441,21.0444866,105.8180573,Nhà hàng,"173, Phố Nguyễn Đình Thi, Tây Hồ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Kaiba Sushi,osm-node-6656456339,21.0211894,105.8556502,Nhà hàng,"16, Phố Phan Chu Trinh, Quận Hoan Kiem, Hà Nội",0.0,0.0,0.0,0.0,0.0
SUSHI GARDEN - NHÀ HÀNG NHẬT BẢN,osm-node-6679645374,21.0129836,105.8328594,Nhà hàng,"107, Phố Nam Đồng, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Sio Sushi,osm-node-6807375326,21.016746,105.8239549,Nhà hàng,"67, Phố Hoàng Cầu, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Shichifuku Hanoi,osm-node-6946996147,21.0330453,105.8068682,Nhà hàng,"63, Phố Đào Tấn, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Takoyaki,osm-node-10261572487,21.0389067,105.7854561,Nhà hàng,"30, Ngõ 33 Phan Văn Trường, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Minori,osm-node-10691121371,21.0294025,105.8090094,Nhà hàng,"581, Phố Kim Mã, Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Shibuya Paradaisu,osm-node-11164095932,21.0031099,105.755898,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Moichi,osm-node-11168787972,21.0511266,105.8406847,Nhà hàng,"11A, Phố An Dương, Tây Hồ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Tamaya,osm-node-11200436073,20.9833258,105.8424762,Nhà hàng,"6, Phố Kim Đồng, Hoàng Mai, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Nhật Bản Minori,osm-node-11372720513,20.9917641,105.9455472,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Wabi Sabi Sushi,osm-node-11472430138,21.0133991,105.8509227,Nhà hàng,"15, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Tokyo Tan-Tan,osm-node-11476192647,21.0121321,105.8496861,Nhà hàng,"148B, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Una Family,osm-node-11505669840,21.0142366,105.8505962,Nhà hàng,"107, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Tonchan,osm-node-11505669841,21.0142021,105.8506281,Nhà hàng,"109, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Sumibozu - Gà Nướng Than,osm-node-11505669843,21.0140916,105.8505752,Nhà hàng,"115, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.25,0.0,0.0,0.0
Ikazaya Yancha,osm-node-11505669846,21.0139502,105.8505838,Nhà hàng,"121, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Yakiniku Sakura,osm-node-11510383979,21.0147861,105.8497332,Nhà hàng,"90B, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
washoku IKEDA,osm-node-11521920507,21.0348968,105.8108024,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
chikuan,osm-node-11521920511,21.0370214,105.8104166,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Sushila,osm-node-11591740420,21.0153918,105.8498083,Nhà hàng,"78, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Shinbashi,osm-node-11649693308,21.0157817,105.8505547,Nhà hàng,"65, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
The Ramen Mafia,osm-node-12098955278,21.0101045,105.8506388,Nhà hàng,"118, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
CoCo Ichibanya,osm-node-12287492375,21.0760133,105.8126928,Nhà hàng,,0.0,0.25,0.0,0.0,0.0
Izakaya Unatoto,osm-node-12375798343,21.0296837,105.8105812,Nhà hàng,"531, Phố Kim Mã, Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Tokyo Tantan Ramen,osm-node-12651858498,21.0339953,105.808908,Nhà hàng,"36/38, Dao Tan, Quận Ba Đình, Ha Noi",0.0,0.0,0.0,0.0,0.0
ISHIDAYA - The 3rd Generation,osm-node-12661290607,21.0304349,105.834279,Nhà hàng,"8A, Phố Hàng Cháo, Quận Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Izakaya Matsuki,osm-node-13703841401,21.0626218,105.8291964,Nhà hàng,Phố Quảng An,0.0,0.0,0.0,0.0,0.0
Nhà hàng Sakura,osm-way-1163015446,21.0420651,105.8297273,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Hatoyama,osm-way-1218337314,21.0341366,105.8380308,Nhà hàng,"36, Đường Điện Biên Phủ, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
iSushi,osm-way-1234955616,21.0130849,105.8502462,Nhà hàng,"158, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Hadu Sushi,osm-way-1234955626,21.0131702,105.8500372,Nhà hàng,"149, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Umemi Ramen,osm-way-1235442383,21.0125352,105.850857,Nhà hàng,"100, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Takumi,osm-way-1235566715,21.0126094,105.8508227,Nhà hàng,"98, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhan Sushi Ha Noi,osm-way-1238550132,21.0143771,105.8505985,Nhà hàng,"101, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Sumo BBQ,osm-way-1246805135,21.0131066,105.8478962,Nhà hàng,"67, Phố Tô Hiến Thành, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Shogun,osm-way-1249564975,21.0163429,105.850207,Nhà hàng,"72, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nagomi,osm-way-1249565003,21.016249,105.8499972,Nhà hàng,"67, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Sanmaru Ramen,osm-way-1253325096,21.0159711,105.8504913,Nhà hàng,"59, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Kasa Sushi,osm-way-1253517141,21.0162597,105.8505355,Nhà hàng,"49, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Yakihouse BBQ,osm-way-1330098164,21.0059822,105.7542069,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Hachidori,osm-way-1330098168,21.005813,105.7550198,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Yakimono,osm-way-1331668359,20.9957821,105.8693086,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Shogun,osm-way-1331668369,20.9953302,105.869308,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Lẩu Nướng Minh Minh,osm-node-4974302123,20.970647,105.7795514,Nhà hàng,"Số 10, Số 10 Trần Hưng Đạo",0.0,0.5,0.0,0.0,0.0
Nhà hàng Samwon,osm-node-5485740783,21.0223566,105.7883168,Nhà hàng,"68, Dương Đình Nghệ, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Viako Garden,osm-node-6544086586,21.0101935,105.8046017,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Nhà Hàng Mr Lee's Snack Bar,osm-node-6702180256,21.0165573,105.7952392,Nhà hàng,"5, Ngõ 100 - Trung Kính, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Umiga,osm-node-6904450115,21.0676759,105.8005476,Nhà hàng,"10, Đường Đỗ Nhuận, Tây Hồ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Itaewon Dakgalbi,osm-node-10129864868,21.0291148,105.8066682,Nhà hàng,"647, Phố Kim Mã, Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Mì cay Sa Sin,osm-node-11563394779,21.0456533,105.7862374,Nhà hàng,"75, Phố Phạm Tuấn Tài, Quận Bắc Từ Liêm, Hà Nội",0.0,0.25,0.0,0.0,0.0
Xèo Xèo,osm-node-11564316616,21.044793,105.7849103,Nhà hàng,"27, Phố Đặng Thùy Trâm, Quận Bắc Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Samcheop Topokki,osm-node-11572142338,21.041801,105.7869133,Nhà hàng,"14, Phố Trần Quốc Hoàn, Quận Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Korea Food,osm-node-11618566529,21.0381808,105.7819355,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Gumiho,osm-node-11625397932,21.0139975,105.849991,Nhà hàng,"133, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Dookki,osm-node-12098955282,21.0112282,105.8493825,Nhà hàng,"191, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Dookki,osm-node-12240739576,20.9661164,105.7570937,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Big Mama Restaurant,osm-node-12277048849,21.017833,105.7836461,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Hanoi Gwang Hae,osm-node-12277048850,21.0178377,105.7832763,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Mr. Dakgalbi,osm-node-12589868468,21.0370464,105.7866107,Nhà hàng,"122-124, Đường Xuân Thủy, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
바보아저씨,osm-node-12654222689,21.016643,105.7778321,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Gogi House,osm-way-1234955627,21.0131127,105.8500279,Nhà hàng,"151, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Guigui BBQ,osm-way-1330098160,21.0062573,105.7538611,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
King BBQ,osm-way-1330098165,21.0059264,105.7543462,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Dooki,osm-way-1330108344,21.0058353,105.753654,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Mr Dakgalbi,osm-way-1330108345,21.0058196,105.7537912,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Jeonbok,osm-way-1330108350,21.0055568,105.754426,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Gogi House,osm-way-1331658927,20.9964388,105.8684744,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
KPub,osm-way-1331658942,20.9963919,105.8693181,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
King BBQ,osm-way-1331658944,20.9961334,105.8695128,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Dookki,osm-way-1331658992,20.9948589,105.8694759,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
King BBQ Buffet,osm-way-1331668373,20.9951413,105.8693629,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-2399180443,21.0303431,105.8159146,Nhà hàng,"409, Kim Mã, Quận Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng GoldMalt Sài Đồng,osm-node-4005477934,21.0387571,105.9044083,Nhà hàng,"13, No1A, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090272750,21.0258945,105.8334587,Nhà hàng,"138, Phố Tôn Đức Thắng, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090277644,21.0031239,105.816661,Nhà hàng,"72A, Đường Nguyễn Trãi, Thanh Xuân, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090279692,20.9969652,105.8683844,Nhà hàng,"48, Minh Khai, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090284259,21.0072356,105.7930282,Nhà hàng,"222, Trần Duy Hưng, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090297904,21.011391,105.8492805,Nhà hàng,"191, Phố Bà Triệu, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090305470,21.0504678,105.8932462,Nhà hàng,"Đường Nguyễn Văn Linh, Long Biên, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4090309926,20.9642392,105.7718101,Nhà hàng,"409, Tô Hiệu, Hà Đông, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4091985948,21.0171583,105.799144,Nhà hàng,"146, Phố Trung Hoà, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4091988292,20.9804803,105.8447867,Nhà hàng,"609, Trương Định, Hoàng Mai, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4091994843,20.9791502,105.785428,Nhà hàng,"110, Trần Phú, Hà Đông, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-4091998924,21.0188607,105.8552418,Nhà hàng,"32B, Phố Phan Chu Trinh, Phố Phan Huy Chú, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Luna D' Autunno,osm-node-4375604995,21.0264034,105.842688,Nhà hàng,"27, Nam Ngư",0.0,0.0,0.0,0.0,0.0
Pizza Callo,osm-node-5031536021,20.9662859,105.7899548,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
VNUA restaurant,osm-node-5485670666,21.0065578,105.9332118,Nhà hàng,"NA, Đường S, Gia Lâm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Vivienne,osm-node-6255746085,21.0291579,105.8492595,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
NYC Pizza,osm-node-6477774987,21.0349168,105.8535259,Nhà hàng,"63, Phố Mã Mây, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-6685568161,21.0260933,105.8332166,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-6690139595,21.0139665,105.8340501,Nhà hàng,"159, Phố Xã Đàn, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Cugini,osm-node-6698878885,21.0680065,105.8224879,Nhà hàng,Ngõ 67 - Đường Tô Ngọc Vân,0.0,0.0,0.0,0.0,0.0
Roma Pizza,osm-node-6776001092,21.0139772,105.8159781,Nhà hàng,"192, Thái Thịnh, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-6846162972,20.9634396,105.8254261,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-7076962085,21.0622848,105.8079019,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Quinza - 15A Ngoc Thuy,osm-node-7231903687,21.0463222,105.8649889,Nhà hàng,"15A, Ngọc Thụy",0.0,0.0,0.0,0.0,0.0
Time Coffee,osm-node-8563466267,21.0142507,105.8313879,Nhà hàng,"156, Ngõ Xã Đàn 2, Đống Đa, Hà Nội",1.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-9931514400,21.0544669,105.8369651,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
d,osm-node-10216519958,21.0730862,105.7726483,Nhà hàng,"dd, Ngõ 151 Phố Lê Văn Hiến, Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza 4P's,osm-node-12098955280,21.0114032,105.8507164,Nhà hàng,"114, Phố Mai Hắc Đế, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza 4P's,osm-node-12118199554,21.0362237,105.7825964,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza 4P's,osm-node-12277048845,21.017037,105.7839985,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-node-12389640473,20.9497279,105.9338949,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Kuma Pizza,osm-node-12589868467,21.0375129,105.7866518,Nhà hàng,"122-124, Đường Xuân Thủy, Cầu Giấy, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà hàng Hoàng Việt,osm-node-13261890146,21.040774,105.7607079,Nhà hàng,"724, Cầu Diễn, quận Nam Từ Liêm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Pizza 4P's,osm-node-13806229591,21.0304778,105.8302048,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-way-892577281,21.0020477,105.8168203,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Pizza Hut,osm-way-1331638432,20.9937184,105.8683022,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Chops,osm-node-4164895890,21.0625869,105.8291428,Nhà hàng,"4, Phố Quảng An, Tây Hồ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Nhà Hàng New York Sports Bar,osm-node-4748803213,21.0236407,105.8508563,Nhà hàng,"38, Phố Bà Triệu, Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Jewel Diner,osm-node-6610502429,21.0766766,105.8163328,Nhà hàng,"21, Phố Trịnh Công Sơn",0.0,0.0,0.0,0.0,0.0
Nhà Hàng Fritagogo,osm-node-8519855378,21.0639342,105.8672685,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Chops,osm-node-9912896146,21.0272224,105.8101527,Nhà hàng,"56, Phố Phạm Huy Thông, Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Chops,osm-node-9912980443,21.0294427,105.82688,Nhà hàng,"134, Phố Giảng Võ, Đống Đa, Hà Nội",0.0,0.0,0.0,0.0,0.0
Hương Việt,osm-node-4523211689,21.0360635,105.8488756,Nhà hàng,"13, Phố Hàng Cá",0.5,0.0,0.0,0.0,0.0
Nhà Hàng L'amore,osm-node-4739350321,21.0328009,105.8503828,Nhà hàng,"42, Lương Văn Can",0.5,0.0,0.0,0.0,0.0
Quán bánh xèo Thanh Nga,osm-node-5485781399,21.0760243,105.7735397,Nhà hàng,"số 18, Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",0.5,0.0,0.0,0.0,0.0
Panam' Cuisine,osm-node-5679069421,21.0199124,105.848831,Nhà hàng,"26, Trương Hán Siêu",0.5,0.0,0.0,0.0,0.0
Nhà Hàng Délices de Mai,osm-node-5751409631,21.065582,105.8226426,Nhà hàng,"66 Quảng Bá, Phố Quảng Bá",0.5,0.0,0.0,0.0,0.0
Noble Moment,osm-node-6551069588,21.009924,105.8029594,Nhà hàng,,0.5,0.0,0.0,0.0,0.0
Nhà Hàng Cà Phê Hub,osm-node-6562291992,21.0148346,105.8233229,Nhà hàng,,1.0,0.0,0.0,0.0,0.0
Nhà Hàng Ando,osm-node-6581045085,20.9746321,105.9121884,Nhà hàng,,0.5,0.0,0.0,0.0,0.0
Chay Tuệ Giác Hà Nam,osm-node-6707415685,20.5488925,105.9133381,Nhà hàng,"54F, Trần Phú",0.5,0.0,0.5,0.0,0.0
1,osm-node-11655592469,21.0354292,105.7991243,Nhà hàng,,0.5,0.0,0.0,0.0,0.0
Toà D6,osm-way-1183713524,20.9626712,105.7487657,Nhà hàng,,0.5,0.0,0.0,0.0,0.0
Nhà hàng Nam Long,osm-way-1498073029,21.0444102,105.8383165,Nhà hàng,"01, Phố Trấn Vũ, Phường Ba Đình, Hà Nội",0.5,0.0,0.0,0.0,0.0
Cửa Hàng Bún Chả Hương Liên,osm-node-4272727197,21.0180504,105.8538843,Nhà hàng,"24, Phố Lê Văn Hưu, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cửa Hàng Hoàng Tâm Xôi,osm-node-4936488121,21.0402766,105.8481886,Nhà hàng,"Phố Hàng Đậu, Phường Ba Đình, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cửa Hàng Bia Hơi Duy Thái,osm-node-5490298321,21.0610851,105.7838507,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Phở Thìn Bờ Hồ,osm-node-5526708021,21.0303491,105.8540297,Nhà hàng,"61, Phố Đinh Tiên Hoàng, Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Cửa Hàng Bún Chả Hàng Quạt,osm-node-7025965385,21.0324643,105.8489735,Nhà hàng,"74, Phố Hàng Quạt, Phường Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
KỲ Bistro,osm-way-1046745534,21.0645744,105.8278152,Nhà hàng,"51, Đường Xuân Diệu, Tây Hồ, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thai Village,osm-node-963611886,21.0320076,105.8512129,Nhà hàng,"3B, Phố Lê Thái Tổ, Hoàn Kiếm, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thai Express,osm-node-11164095942,21.0109435,105.849603,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Tiệm Ăn Ken,osm-node-11491092585,21.0149553,105.8502835,Nhà hàng,"110B, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Khrua Baan Thai,osm-node-11500070697,21.0147202,105.8505466,Nhà hàng,"89, Phố Triệu Việt Vương, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Bếp Thái Koh Yam,osm-node-12117241051,21.012437,105.8487786,Nhà hàng,"3A, Ngõ Bà Triệu, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Som ตำ Thai,osm-node-12118199559,21.0357426,105.7828273,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Thai Restaurant Seafood,osm-node-12245679304,21.0153561,105.80111,Nhà hàng,"74, Phố Trung Hoà",0.0,0.0,0.0,0.0,0.0
Sawasdee Quan Ngon Thai,osm-node-12646627101,21.0718415,105.8219277,Nhà hàng,"56, Ngõ 52 Đường Tô Ngọc Vân",0.0,0.0,0.0,0.0,0.0
Tux-tax,osm-node-13610849501,21.0291206,105.8395886,Nhà hàng,"17, Phố Yên Thế",0.0,0.0,0.0,0.0,0.0
Thai Street Food,osm-way-1249564999,21.0164275,105.8499749,Nhà hàng,"57, Phố Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",0.0,0.0,0.0,0.0,0.0
Thai Express,osm-way-1330098163,21.00603,105.7540883,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Thai Express,osm-way-1331668374,20.9951414,105.8695034,Nhà hàng,,0.0,0.0,0.0,0.0,0.0
Khách Sạn Haneul,osm-node-4205271789,21.0140828,105.8479487,Nhà hàng,"11a, Thể Giao, Hai Bà trưng, Ha Noi",0.0,0.0,0.0,0.0,0.0
